회사이름,회사설명,회사URL,설명,두 번째 P 요소 텍스트,첫 번째 Span 요소 텍스트,두 번째 Span 요소 텍스트
태하메카트로닉스㈜,임베디드 전자개발 신입/경력 직원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44038607?rPageCode=SL&logpath=21,"전장, 회로설계, 임베디드, 자동제어, 임베디드, Firmware, 메카트로닉스, 기구설계, 제어",,7시간 전 수정,~03/03(일)
에스엔에치㈜,VPN / FW 보안관제 신입 추가모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43659731?rPageCode=SL&logpath=21,"네트워크보안, 네트워크관리, VPN, 방화벽, 정보보안",사원급 외,7시간 전 수정,~02/27(화)
애드펄스,[(주)애드펄스] 퍼블리셔 채용 (신입/경력직),https://www.jobkorea.co.kr/Recruit/GI_Read/43922568?rPageCode=SL&logpath=21,"모바일앱개발, 솔루션, 소프트웨어개발",팀원,7시간 전 수정,상시채용
에스엔에치㈜,FW/VPN 보안관제 신입 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44038592?rPageCode=SL&logpath=21,"네트워크보안, 시스템운영, 네트워크관리, 보안관제, VPN, 방화벽, 정보보안",사원급 외,7시간 전 수정,~04/19(금)
애드펄스,[(주)애드펄스] 웹개발자 채용 신입/경력,https://www.jobkorea.co.kr/Recruit/GI_Read/43975948?rPageCode=SL&logpath=21,"모바일앱개발, 솔루션, 소프트웨어개발",,7시간 전 수정,상시채용
애드펄스,[(주)애드펄스] 앱개발자 채용경력직,https://www.jobkorea.co.kr/Recruit/GI_Read/43975958?rPageCode=SL&logpath=21,"모바일앱개발, 솔루션, 소프트웨어개발",팀장/매니저/실장,7시간 전 수정,상시채용
㈜에스메이트,"[동묘역]테스트관리업무,공공프로젝트응용프로그램테스터경험자,최소급여정규직,중급3명,3월중순말부터12개월이상",https://www.jobkorea.co.kr/Recruit/GI_Read/44038577?rPageCode=SL&logpath=21,웹표준·웹접근성,,7시간 전 수정,~03/21(목)
제이디컨설팅㈜,"[을지로/연4,000만이상]-국내 대기업 그룹사 퍼블리싱,디자인 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/44031564?rPageCode=SL&logpath=21,"서치펌, 헤드헌팅",,7시간 전 수정,~03/20(수)
㈜키트넷,Node.js 개발 프로젝트,https://www.jobkorea.co.kr/Recruit/GI_Read/43946141?rPageCode=SL&logpath=21,"SM, 시스템운영, SI, SI개발, SI개발, Java, 소프트웨어개발",,7시간 전 수정,~03/07(목)
㈜핀솔정보,보험사 개인정보보호 업무 경력자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44038465?rPageCode=SL&logpath=21,정보보안,,7시간 전 수정,~03/21(목)
㈜마티아솔루션,전산실 출입인력 관리 및 시스템 관리 인력 모집 (부산),https://www.jobkorea.co.kr/Recruit/GI_Read/44038558?rPageCode=SL&logpath=21,"모니터링, IDC, 시스템운영, 보안관제, 정보보안",사원급 외,7시간 전 수정,~03/21(목)
㈜컴투스,[컴투스][제노니아:크로노브레이크] 밸런스/라이브 기획 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/44038538?rPageCode=SL&logpath=21,"데이터관리, MMORPG, BM 상품기획, 실데이터 작업",,7시간 전 수정,~03/29(금)
태하메카트로닉스㈜,리눅스 어플리케이션 개발부문 신입/경력 직원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44038504?rPageCode=SL&logpath=21,"전기·전자, 소프트웨어개발",,7시간 전 수정,~03/03(일)
뉴코리아전자통신㈜,공공기관 센터(종로) 정보통신 유지보수 `팀원` 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44003426?rPageCode=SL&logpath=21,"네트웍구축, 시스템운영, 네트워크관리, 통신, 서버관리, 유지보수",주임~대리급 외,7시간 전 수정,~04/15(월)
㈜펜타웍스,[서울형강소기업] 웹디자이너 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44025462?rPageCode=SL&logpath=21,"모바일앱개발, SI, 소프트웨어개발",,7시간 전 수정,~02/25(일)
㈜펜타웍스,[서울형강소기업] 백엔드 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44025481?rPageCode=SL&logpath=21,"모바일앱개발, SI개발, SI, 서버관리, 클라이언트, 소프트웨어개발",,7시간 전 수정,~02/25(일)
한울주식회사,S/W 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44038376?rPageCode=SL&logpath=21,펌웨어개발,,7시간 전 수정,상시채용
㈜컴투스,[컴투스][제노니아:크로노브레이크] 클라이언트 신규 개발 및 유지보수 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/44038362?rPageCode=SL&logpath=21,"유지보수, 클라이언트, MMORPG, C/C++",,7시간 전 수정,~03/29(금)
태경전자㈜,[기업부설연구소] 드론 H/W 개발담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43835788?rPageCode=SL&logpath=21,"전자, 회로설계, 펌웨어",과장~차장급 외,7시간 전 수정,내일마감
컴퓨터수리,기존고객과신규고객관리자엔지니어모집[500만이상],https://www.jobkorea.co.kr/Recruit/GI_Read/44038351?rPageCode=SL&logpath=21,"하드웨어, 해피콜, 서버구축, 시스템분석, 시스템설계, 텔레마케팅, 전화상담, 컴퓨터, AS, 서버관리, 네트워크관리, 유지보수, 회원관리",,7시간 전 수정,내일마감
좋은정보기술,자바(JAVA) 웹 개발자(경력자),https://www.jobkorea.co.kr/Recruit/GI_Read/43682038?rPageCode=SL&logpath=21,"모바일앱개발, SI개발, SI, 서버관리, 클라이언트, SI개발, OLAP, 아키텍처, 클라이언트, DataMining, HTTP, 소프트웨어개발",과장~차장급 외,7시간 전 수정,~03/03(일)
㈜유호스트,[정규직 추가 채용] 시스템 관제 모니터링 (월15일 근무/입사 선물/자격증 지원),https://www.jobkorea.co.kr/Recruit/GI_Read/44038327?rPageCode=SL&logpath=21,"IDC, 웹호스팅, 시스템운영, 네트웍구축, 네트워크관리, 보안관제, CDN, 서버관리",사원급 외,7시간 전 수정,~03/05(화)
아이티스정보통신㈜,IT Infra 정규직 전산 담당자 신입/경력 채용 (삼성동 근무 가능자),https://www.jobkorea.co.kr/Recruit/GI_Read/43785179?rPageCode=SL&logpath=21,"전산장비유지보수, 기술지원, 하드웨어, Windows, 정보보안, 컴퓨터, AS, 유지보수",,7시간 전 수정,상시채용
컴퓨터수리,[450이상]자차보유신입대환영데이터복구출장서비스,https://www.jobkorea.co.kr/Recruit/GI_Read/44038313?rPageCode=SL&logpath=21,"모바일앱개발, 유지보수, BigData, 컴퓨터AS, A·S수리, 기술지원, 솔루션, 노트북AS, 컴퓨터수리, 방화벽, 설치, 보안관제, 네트워크관리, DataMining, 핀테크, 노트북수리, 암호화폐, 소프트웨어개발, 유지보수",사원급 외,7시간 전 수정,내일마감
㈜유호스트,[정규직/주5일] 시스템 서버 어드민 채용 (스토리지/Linux/Unix),https://www.jobkorea.co.kr/Recruit/GI_Read/44038312?rPageCode=SL&logpath=21,"IDC, 웹호스팅, 시스템운영, PM, 네트웍구축, 서버구축, 시스템분석, 네트워크관리, 시스템설계, 통신, CDN, 서버관리, 클라우드",팀원,7시간 전 수정,~03/05(화)
단감소프트,[즉시][선정릉역]asp 개발자 구인합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/44038250?rPageCode=SL&logpath=21,"모바일앱개발, BigData, 솔루션, 시스템분석, 클라이언트, SI개발, 인터페이스, 소프트웨어개발",,7시간 전 수정,~03/21(목)
㈜제이투이,[JAVA SM 강변역] 택배시스템 운영.........(1),https://www.jobkorea.co.kr/Recruit/GI_Read/44038124?rPageCode=SL&logpath=21,"프리랜서, SM",사원급 외,7시간 전 수정,~03/21(목)
펌킨네트웍스㈜,네트워크 엔지니어 신입 사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44006050?rPageCode=SL&logpath=21,"테스터, 시스템운영, 네트워크관리, 서버구축, 검증",사원급 외,7시간 전 수정,~03/31(일)
㈜대영모빌리티,서비스팀(CS) 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44038149?rPageCode=SL&logpath=21,"전자회로, 모니터링, 전자통신, 전기제어, A·S수리, 기술지원, 자동제어, 설치, 시스템분석, 시스템설계, 정보통신, 유지보수",,7시간 전 수정,~03/21(목)
(주)마이나비코리아,[일본계 한국법인]광고대행업계 AI엔지니어749,https://www.jobkorea.co.kr/Recruit/GI_Read/43910544?rPageCode=SL&logpath=21,"취업포털, 인터넷생활정보, AI",,7시간 전 수정,~03/02(토)
㈜에이아이네이션,영업 및 사업관리PM-영업,https://www.jobkorea.co.kr/Recruit/GI_Read/43892056?rPageCode=SL&logpath=21,"솔루션영업, 머신비전, 솔루션, 시스템영업, 인공지능, 스마트팩토리",주임~대리급 외,7시간 전 수정,~02/29(목)
(주)마이나비코리아,[일본 현지 근무] IT기업 소프트웨어 엔지니어 (경력1년 이상/일본어) 610,https://www.jobkorea.co.kr/Recruit/GI_Read/43976368?rPageCode=SL&logpath=21,핀테크,,7시간 전 수정,~03/14(목)
(주)마이나비코리아,[일본 현지 근무] IT기업 인프라엔지니어 (경력1년 이상/일본어) 609,https://www.jobkorea.co.kr/Recruit/GI_Read/43976324?rPageCode=SL&logpath=21,네트워크관리,,7시간 전 수정,~03/14(목)
㈜에이아이네이션,인공지능(AI) 데이터 사이언티스트 모집(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/43931901?rPageCode=SL&logpath=21,"솔루션, 딥러닝, 데이터시각화, 인공지능, 데이터분석, 분석모델링, 모델링",사원급 외,7시간 전 수정,~03/06(수)
(주)마이나비코리아,[일본계 한국법인] 자동차부품업계 제어시스템 설계 (경력3년이상) 694,https://www.jobkorea.co.kr/Recruit/GI_Read/44000593?rPageCode=SL&logpath=21,"자동차부품, 시스템설계",,7시간 전 수정,~03/16(토)
(주)마이나비코리아,[일본계 한국법인] 일본 유명 대형상사 한국법인 IT총무 (일본어가능자/유관경력자) 736,https://www.jobkorea.co.kr/Recruit/GI_Read/44000935?rPageCode=SL&logpath=21,"IT, 네트워크관리, 무역업",,7시간 전 수정,~03/16(토)
㈜에이아이네이션,인공지능 컨설던트 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43960886?rPageCode=SL&logpath=21,"솔루션영업, 머신비전, 솔루션, 시스템영업, 인공지능, 스마트팩토리",주임~대리급 외,7시간 전 수정,~03/09(토)
㈜아이웨이브,[대전/공공] Java 및 웹 개발자 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43861101?rPageCode=SL&logpath=21,"모바일앱개발, SM, SI, ERP, 소프트웨어개발",주임~대리급 외,7시간 전 수정,~03/25(월)
㈜에이아이네이션,웹(Web) 프론트엔드(Front-EndEngineer) 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/44024909?rPageCode=SL&logpath=21,솔루션,주임~대리급 외,7시간 전 수정,~03/20(수)
㈜엠토스솔루션스,[신입/경력] 전략기술본부 서버 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43866805?rPageCode=SL&logpath=21,"시스템운영, 하드웨어, 서버구축, 네트워크관리, 컴퓨터, 서버관리, 유지보수",사원급 외,7시간 전 수정,~02/25(일)
딥브레인 AI,"[딥브레인AI] IT 시스템 엔지니어 채용 (설치, 운영)",https://www.jobkorea.co.kr/Recruit/GI_Read/43759110?rPageCode=SL&logpath=21,"솔루션, 시스템운영, 서버구축, 시스템분석, 시스템설계, 네트워크관리, 소프트웨어개발",,7시간 전 수정,상시채용
㈜아이티온넷,[신입] 서버 엔지니어 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44015128?rPageCode=SL&logpath=21,"시스템운영, 네트웍구축, 서버구축, 통신, 서버관리, 클라우드아키텍트",사원급 외,7시간 전 수정,상시채용
㈜에어패스,"인공지능 개발, 딥러닝 엔지니어(자연어, 컴퓨터비전) 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/44019516?rPageCode=SL&logpath=21,"모바일앱개발, 데이터레이크, 솔루션, 딥러닝, 시스템분석, 인공지능, 이미지프로세싱, 모델링, 아키텍처, 시스템설계, 소프트웨어개발, 자연어처리(NLP)",주임~대리급 외,7시간 전 수정,~04/16(화)
㈜유디아이디,(주)유디아이디 웹 디자이너 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43835607?rPageCode=SL&logpath=21,"웹표준·웹접근성, UI·UX기획, GUI, GUI, B2C, 전자상거래, 모바일디자인, 모바일디자인, 반응형웹, 웹마스터, 쇼핑몰, 소셜커머스, 오픈마켓, GUI, UI·UX기획",주임~대리급 외,7시간 전 수정,~02/29(목)
㈜유디아이디,JAVA 웹 개발자 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43893763?rPageCode=SL&logpath=21,"JavaScript, 솔루션, MongoDB, spring boot, Java, Vue, 소프트웨어개발",사원급 외,7시간 전 수정,~02/29(목)
환인제약,상시 인재 채용(영업관리),https://www.jobkorea.co.kr/Recruit/GI_Read/44038054?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
환인제약,상시 인재 채용(PMS),https://www.jobkorea.co.kr/Recruit/GI_Read/44038039?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
㈜유디아이디,임대형 쇼핑몰서비스 PHP 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44028349?rPageCode=SL&logpath=21,"script, gitlab, JavaScript, jquery, B2C, 전자상거래, MongoDB, 쇼핑몰, 소셜커머스, 오픈마켓, laravel",주임~대리급 외,7시간 전 수정,~03/20(수)
환인제약,상시 인재 채용(PV/Medical),https://www.jobkorea.co.kr/Recruit/GI_Read/44038028?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
환인제약,상시 인재 채용(Global RA),https://www.jobkorea.co.kr/Recruit/GI_Read/44038019?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
㈜유디아이디,전자결제서비스(PG) PHP 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44032077?rPageCode=SL&logpath=21,"script, gitlab, JavaScript, jquery, 솔루션, MongoDB, asp, 소프트웨어개발, laravel",,7시간 전 수정,~03/20(수)
환인제약,상시 인재 채용(해외영업/BD),https://www.jobkorea.co.kr/Recruit/GI_Read/44038007?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
㈜엔제로,Java 기반 웹서비스/서버 프로세스 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44038001?rPageCode=SL&logpath=21,"솔루션, SI, 소프트웨어개발",주임~대리급 외,7시간 전 수정,~03/04(월)
환인제약,상시 인재 채용(사업개발),https://www.jobkorea.co.kr/Recruit/GI_Read/44037996?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
㈜엔제로,Java 기반 웹개발 경력자,https://www.jobkorea.co.kr/Recruit/GI_Read/44037989?rPageCode=SL&logpath=21,"솔루션, SI, 소프트웨어개발",주임~대리급 외,7시간 전 수정,~03/04(월)
㈜디지털플러스시스템,"LG전자 SI(JAVA, REACT 고급 개발자 채용)",https://www.jobkorea.co.kr/Recruit/GI_Read/43820137?rPageCode=SL&logpath=21,"SM, SI, 소프트웨어개발",과장~차장급,7시간 전 수정,~02/29(목)
환인제약,상시 인재 채용(임상),https://www.jobkorea.co.kr/Recruit/GI_Read/44037985?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
㈜파이웍스,SM Back-end 웹 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43994825?rPageCode=SL&logpath=21,"소프트웨어개발, 솔루션, SI, SM",과장~차장급 외,7시간 전 수정,~02/29(목)
환인제약,상시 인재 채용(허가/약가),https://www.jobkorea.co.kr/Recruit/GI_Read/44037978?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
환인제약,상시 인재 채용(신제품개발),https://www.jobkorea.co.kr/Recruit/GI_Read/44037973?rPageCode=SL&logpath=21,"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,7시간 전 수정,상시채용
